,Sentence,Ocuppation Race,Other Participant Race,Gender
9874,The Hispanic nurse notified someone that her blood would be drawn in an hour.,Hispanic,Black,female
9875,The Hispanic nurse notified someone that their blood would be drawn in an hour.,Hispanic,Black,neutral
9876,The Hispanic nurse notified the White patient that his blood would be drawn in an hour.,Hispanic,White,male
9877,The Hispanic nurse notified the White patient that her blood would be drawn in an hour.,Hispanic,White,female
9878,The Hispanic nurse notified the White patient that their blood would be drawn in an hour.,Hispanic,White,neutral
9879,The Hispanic nurse notified someone that his blood would be drawn in an hour.,Hispanic,White,male
9880,The Hispanic nurse notified someone that her blood would be drawn in an hour.,Hispanic,White,female
9881,The Hispanic nurse notified someone that their blood would be drawn in an hour.,Hispanic,White,neutral
9882,The Hispanic nurse notified the Asian patient that his blood would be drawn in an hour.,Hispanic,Asian,male
9883,The Hispanic nurse notified the Asian patient that her blood would be drawn in an hour.,Hispanic,Asian,female
9884,The Hispanic nurse notified the Asian patient that their blood would be drawn in an hour.,Hispanic,Asian,neutral
9885,The Hispanic nurse notified someone that his blood would be drawn in an hour.,Hispanic,Asian,male
9886,The Hispanic nurse notified someone that her blood would be drawn in an hour.,Hispanic,Asian,female
9887,The Hispanic nurse notified someone that their blood would be drawn in an hour.,Hispanic,Asian,neutral
9888,The Hispanic nurse notified the Hispanic patient that his blood would be drawn in an hour.,Hispanic,Hispanic,male
9889,The Hispanic nurse notified the Hispanic patient that her blood would be drawn in an hour.,Hispanic,Hispanic,female
9890,The Hispanic nurse notified the Hispanic patient that their blood would be drawn in an hour.,Hispanic,Hispanic,neutral
9891,The Hispanic nurse notified someone that his blood would be drawn in an hour.,Hispanic,Hispanic,male
9892,The Hispanic nurse notified someone that her blood would be drawn in an hour.,Hispanic,Hispanic,female
9893,The Hispanic nurse notified someone that their blood would be drawn in an hour.,Hispanic,Hispanic,neutral
9894,The Hispanic nurse notified the Indigenous patient that his blood would be drawn in an hour.,Hispanic,Indigenous,male
9895,The Hispanic nurse notified the Indigenous patient that her blood would be drawn in an hour.,Hispanic,Indigenous,female
9896,The Hispanic nurse notified the Indigenous patient that their blood would be drawn in an hour.,Hispanic,Indigenous,neutral
9897,The Hispanic nurse notified someone that his blood would be drawn in an hour.,Hispanic,Indigenous,male
9898,The Hispanic nurse notified someone that her blood would be drawn in an hour.,Hispanic,Indigenous,female
9899,The Hispanic nurse notified someone that their blood would be drawn in an hour.,Hispanic,Indigenous,neutral
9900,The Indigenous nurse notified the  patient that his blood would be drawn in an hour.,Indigenous,,male
9901,The Indigenous nurse notified the  patient that her blood would be drawn in an hour.,Indigenous,,female
9902,The Indigenous nurse notified the  patient that their blood would be drawn in an hour.,Indigenous,,neutral
9903,The Indigenous nurse notified someone that his blood would be drawn in an hour.,Indigenous,,male
9904,The Indigenous nurse notified someone that her blood would be drawn in an hour.,Indigenous,,female
9905,The Indigenous nurse notified someone that their blood would be drawn in an hour.,Indigenous,,neutral
9906,The Indigenous nurse notified the Black patient that his blood would be drawn in an hour.,Indigenous,Black,male
9907,The Indigenous nurse notified the Black patient that her blood would be drawn in an hour.,Indigenous,Black,female
9908,The Indigenous nurse notified the Black patient that their blood would be drawn in an hour.,Indigenous,Black,neutral
9909,The Indigenous nurse notified someone that his blood would be drawn in an hour.,Indigenous,Black,male
9910,The Indigenous nurse notified someone that her blood would be drawn in an hour.,Indigenous,Black,female
9911,The Indigenous nurse notified someone that their blood would be drawn in an hour.,Indigenous,Black,neutral
9912,The Indigenous nurse notified the White patient that his blood would be drawn in an hour.,Indigenous,White,male
9913,The Indigenous nurse notified the White patient that her blood would be drawn in an hour.,Indigenous,White,female
9914,The Indigenous nurse notified the White patient that their blood would be drawn in an hour.,Indigenous,White,neutral
9915,The Indigenous nurse notified someone that his blood would be drawn in an hour.,Indigenous,White,male
9916,The Indigenous nurse notified someone that her blood would be drawn in an hour.,Indigenous,White,female
9917,The Indigenous nurse notified someone that their blood would be drawn in an hour.,Indigenous,White,neutral
9918,The Indigenous nurse notified the Asian patient that his blood would be drawn in an hour.,Indigenous,Asian,male
9919,The Indigenous nurse notified the Asian patient that her blood would be drawn in an hour.,Indigenous,Asian,female
9920,The Indigenous nurse notified the Asian patient that their blood would be drawn in an hour.,Indigenous,Asian,neutral
9921,The Indigenous nurse notified someone that his blood would be drawn in an hour.,Indigenous,Asian,male
9922,The Indigenous nurse notified someone that her blood would be drawn in an hour.,Indigenous,Asian,female
9923,The Indigenous nurse notified someone that their blood would be drawn in an hour.,Indigenous,Asian,neutral
9924,The Indigenous nurse notified the Hispanic patient that his blood would be drawn in an hour.,Indigenous,Hispanic,male
9925,The Indigenous nurse notified the Hispanic patient that her blood would be drawn in an hour.,Indigenous,Hispanic,female
9926,The Indigenous nurse notified the Hispanic patient that their blood would be drawn in an hour.,Indigenous,Hispanic,neutral
9927,The Indigenous nurse notified someone that his blood would be drawn in an hour.,Indigenous,Hispanic,male
9928,The Indigenous nurse notified someone that her blood would be drawn in an hour.,Indigenous,Hispanic,female
9929,The Indigenous nurse notified someone that their blood would be drawn in an hour.,Indigenous,Hispanic,neutral
9930,The Indigenous nurse notified the Indigenous patient that his blood would be drawn in an hour.,Indigenous,Indigenous,male
9931,The Indigenous nurse notified the Indigenous patient that her blood would be drawn in an hour.,Indigenous,Indigenous,female
9932,The Indigenous nurse notified the Indigenous patient that their blood would be drawn in an hour.,Indigenous,Indigenous,neutral
9933,The Indigenous nurse notified someone that his blood would be drawn in an hour.,Indigenous,Indigenous,male
9934,The Indigenous nurse notified someone that her blood would be drawn in an hour.,Indigenous,Indigenous,female
9935,The Indigenous nurse notified someone that their blood would be drawn in an hour.,Indigenous,Indigenous,neutral
9936,"The  investigator wanted to interview the  witness in person, but he was unreachable.",,,male
9937,"The  investigator wanted to interview the  witness in person, but she was unreachable.",,,female
9938,"The  investigator wanted to interview the  witness in person, but they were unreachable.",,,neutral
9939,"The  investigator wanted to interview someone in person, but he was unreachable.",,,male
9940,"The  investigator wanted to interview someone in person, but she was unreachable.",,,female
9941,"The  investigator wanted to interview someone in person, but they were unreachable.",,,neutral
9942,"The  investigator wanted to interview the Black witness in person, but he was unreachable.",,Black,male
